paths,steps,price,price_se,mean_payoff,delta_pathwise,delta_pathwise_se,delta_finite_difference,delta_finite_difference_se,delta_difference,delta_difference_se,spot_bump,average_price_mean,average_price_std,elapsed_seconds
50000,252,5.596962125046649,0.038392022916030645,5.7100282600515895,0.5446966797612146,0.002460024708642193,0.5449098752352368,0.0024559673779533963,0.0002131954740221873,9.791333829224552e-05,0.1,100.96301768264212,13.247024363676832,0.3596534590469673
