paths,steps,price,price_se,price_ci_lower,price_ci_upper,delta,delta_se,delta_ci_lower,delta_ci_upper,elapsed_seconds
1000,252,9.88962060174602,0.004611384216400834,9.880582288681875,9.898658914810166,0.5798081948743248,4.824947734269691e-06,0.5797987379767656,0.5798176517718839,0.006684375010081567
5000,252,9.89262122983343,0.00212759610796916,9.888451141461811,9.89679131820505,0.5798119459888208,2.2355646003663004e-06,0.579807564282204,0.5798163276954376,0.021761666997917928
10000,252,9.89315752024301,0.001517718331866737,9.890182792312551,9.896132248173469,0.5798126851140539,1.597056980595796e-06,0.579809554882372,0.5798158153457359,0.03970583299815189
25000,252,9.894956909955132,0.0009643432360827361,9.893066797212411,9.896847022697854,0.5798146699173485,1.0145005640994767e-06,0.5798126814962429,0.5798166583384542,0.09660208299465012
50000,252,9.894394523985284,0.0006812129689025648,9.893059346566234,9.895729701404333,0.5798140614614625,7.160552725000618e-07,0.5798126579931284,0.5798154649297966,0.1814603340026224
