hurst,european_price,european_price_se,asian_price,asian_price_se,price_difference,european_delta,european_delta_se,asian_delta,asian_delta_se,delta_difference,asian_average_price_mean,asian_average_price_std,price_difference_over_se,delta_difference_over_se
0.55,9.895507810807773,0.000987619623848351,5.5611920717048875,0.05415321709389082,4.334315739102886,0.5798157570429227,1.0397003623891397e-06,0.5435156123422193,0.003477301848200366,0.03630014470070331,100.94119500836045,13.212023038476225,80.03801014421823,10.439169875197917
0.65,9.895123074015446,0.0009722590945210457,5.560929553895549,0.05415110499885454,4.334193520119897,0.5798150160081862,1.0230693431767833e-06,0.5436306110049227,0.0034772113373304553,0.036184405003263476,100.9408914046145,13.211485392112127,80.03887492621949,10.406156397454742
0.75,9.894807638332935,0.0009563159974232982,5.560764303909989,0.05414972358901591,4.334043334422946,0.5798143405531843,1.0058241847860983e-06,0.5436289585050671,0.0034771998296377325,0.036185382048117165,100.94064164157031,13.211204053751949,80.03814326583363,10.406471822439693
0.85,9.894572781319775,0.0009398678575958306,5.560720456334956,0.05414921967093965,4.333852324984819,0.5798137442173176,9.882351289197398e-07,0.5437853518170459,0.0034770998426246875,0.03602839240027167,100.9404946887908,13.211142231442665,80.03536064455375,10.361621475061138
0.95,9.894490653220172,0.0009223960638986944,5.5608598695212,0.05415072452742331,4.333630783698973,0.5798132901382101,9.706439139320598e-07,0.5437867459489084,0.003477110077446849,0.036026544189301735,100.94058597170994,13.211320386776457,80.02904525320453,10.361059439267187
